initials	subj	item	cond	question	response
B B	32	33	b	حامد استدلالی در مورد مسئله کرد	7
B B	32	34	b	حسین اشتباهی در مورد همسرش کرد	6
B B	32	35	b	نازنین تصمیمی در مورد خودش گرفت	7
B B	32	36	b	مهدی اعتراضی در دادگاه کرد	2
B B	32	1	c	گلناز اتو به لباسش زد	3
B B	32	2	c	شهره اتومبیل با دوستش راند	3
B B	32	3	c	علیرضا اشک برای مادرش می ریخت	3
B B	32	4	c	رئیس امضا برای من کرد	6
B B	32	5	c	نرگس آب از خجالت شد	1
B B	32	6	c	لاستیک باد از حرارت کرد	2
B B	32	7	c	کارگر صیقل به شیشه داد	1
B B	32	8	c	"8.	بازیگر گل در سینما کرد"	1
B B	32	9	c	راحله گوش به حرفم داد	7
B B	32	10	c	گوشهایم یخ در سرما بست	3
B B	32	11	c	نوشین زمین با زانو خورد	1
B B	32	12	c	همسایه ام در با عجله زد	2
B B	32	13	c	لباس ها برق از تمیزی می زد	1
B B	32	14	c	مغازه دار تلمبه به دوچرخه زد	1
B B	32	15	c	اتفاقی رخ برای من داد	1
B B	32	16	c	فرشید شاخ از تعجب درآورد	1
B B	32	17	c	درخت سیب شکوفه در باغ داد	2
B B	32	18	c	دهانم قفل از ترس شد	1
B B	32	19	c	ماهرخ مسکن در پاریس گزید	3
B B	32	20	c	مار نیش به من زد	5
B B	32	21	c	من خار در جمع شدم	2
B B	32	22	c	خواهرم عکس را قاب با سلیقه کرد	1
B B	32	23	c	نادر پاکت را قیچی با احتیاط کرد	2
B B	32	24	c	سر تیر تا پایش می کشید	1
B B	32	25	c	نجار قفسه را تراش با دقت داد	1
B B	32	26	c	رویا آتش از عصبانیت گرفت	3
B B	32	27	c	امیرعلی درآمدش را دود با هروئین کرد	2
B B	32	28	c	شادی موج در چشمهایش می زد	1
B B	32	29	c	پلیس راهم را سد با ماشین کرد	1
B B	32	30	c	مجری تپق در برنامه زد	3
B B	32	31	c	مرتضی ماشینش را پارک جلوی در کرد	2
B B	32	32	c	غذای دیروز مزه به من داد	3
B B	32	33	c	خاطره ای نقش در ذهنم بست	2
B B	32	34	c	من چمدان را وزن با ترازو کردم	2
B B	32	35	c	کبوتر تخم در لانه گذاشت	4
B B	32	36	c	پونه سرما زیر باران خورد	2
B B	32	1	filler	من و بهاره دیروز با هم به مدرسه رفتیم	7
B B	32	2	filler	بالاخره داریوش تصمیم گرفت ماشینش را بفروشد	7
B B	32	3	filler	دیشب مهمانیِ دوستِ خواهرم خیلی خوش گذشت	6
B B	32	4	filler	آیدا باید همه‏ ی لباس‏ هایش را می‏ شست	7
B B	32	5	filler	احمد به امید فوتِ پدرش را تسلیت گفت	7
B B	32	6	filler	من دیروز همه ‏ی کلوچه ‏ها را خوردم	7
B B	32	7	filler	من با کمکِ همسایه دیوارِ حیاط را رنگ کردم	7
B B	32	8	filler	من در کودکی خیلی شیطنت می‏ کردم	7
B B	32	9	filler	من دیروز با شریکم قرار گذاشتم	7
B B	32	10	filler	پریناز دیشب به جشنِ تولدِ دوستش رفت	7
B B	32	11	filler	بعد از رفتن پروین آب از آب تکان نخورد	7
B B	32	12	filler	نظم این خانه قابل احترام است	7
B B	32	13	filler	دکتر گفت می‏ توانم ورزش کنم	7
B B	32	14	filler	من همیشه از هواپیما می ‏ترسیدم	7
B B	32	15	filler	سیامک روزبه را بخشید	7
B B	32	16	filler	پدرِ کیوان ورشکست شد	7
B B	32	17	filler	معلم حسابی تشویقم کرد	7
B B	32	18	filler	همکلاسیِ من خیلی درس می‏ خواند	7
B B	32	19	filler	غزاله دیروز ساعت‏ ها رویِ نیمکتِ پارک نشست	7
B B	32	20	filler	تو آدم بی‏ ملاحظه‏ ای هستی	7
B B	32	21	filler	زهره در دانشگاهِ آزاد پارسال قبول شد	6
B B	32	22	filler	من دیشب به خانه دوستانم را دعوت کردم	3
B B	32	23	filler	افسانه  از چیزی هیچ وقت شکایت نمی‏ کرد	5
B B	32	24	filler	نوید تصمیم گرفت برود به سربازی	7
B B	32	25	filler	خواب عمیقی دیشب کردم	4
B B	32	26	filler	من دیروز نخریدم هیچ لباسی	2
B B	32	27	filler	دیروز نتوانست داوود سر کار برود	2
B B	32	28	filler	زیاد الهه از قبولیش در دانشگاه خوشحال نبود	7
B B	32	29	filler	به خانه دخترخاله‏ ام دیشب رفته‏ بودم	6
B B	32	30	filler	به رستورانِ همیشگی رفتم من	4
B B	32	31	filler	به خاطرِ من پروانه تلویزیون را خاموش کرد	7
B B	32	32	filler	سهیل تصمیم گرفته بود که در جریان مادرش را بگذارد	3
B B	32	33	filler	خیلی آهنگ پیمان در من اثر گذاشت	5
B B	32	34	filler	پشتکار خوبی مهرداد دارد	6
B B	32	35	filler	من تماس با دوستم در لندن گرفتم	2
B B	32	36	filler	من فوتبالیست هیچ‏ وقت خوبی نبودم	4
B B	32	37	filler	ما زیر باران موش آب‏ کشیده آن شب شدیم	2
B B	32	38	filler	دیروز غذا مادرم نپخته بود	3
B B	32	39	filler	تمامِ روز را میلاد رانندگی کرد	7
B B	32	40	filler	من زود دیروز به خانه برگشتم	7
B B	32	41	filler	بیژن رادیو اهلِ نیست	1
B B	32	42	filler	"42.	شهاب و آوا  از با هم شمال برگشتند"	1
B B	32	43	filler	فرید از کار پشیمان خود نبود	1
B B	32	44	filler	با دیروز دوستانم به رستوران رفتم	1
B B	32	45	filler	محمود خرید مسئول خواروبار بود	1
B B	32	46	filler	شیما گم زمان را کرده بود	1
B B	32	47	filler	من مونا را دیده همین تازگی ‏ بودم	1
B B	32	48	filler	محمد یک به زهرا انگشتر هدیه داد	7
B B	32	49	filler	دیشب زیاد اشتها آزاده نداشت	1
B B	32	50	filler	من از خوشم شوخیِ دیروزِ سحر نیامد	1
B B	32	51	filler	چشم‏های قرمز فریبا شده بود	1
B B	32	52	filler	متوجه هانیه اشتباهش شد	1
B B	32	53	filler	ابراهیم همان را ادامه کار قدیمی داد	1
B B	32	54	filler	فهیمه سر دو هفته پیش کار نرفت	1
B B	32	55	filler	دختر خوش ژاله ‏سلیقه ‏ای است	2
B B	32	56	filler	برای من اصلا برادرم اهمیت ندارم	1
B B	32	57	filler	من مشکل آدم ‏پسندی هستم	1
B B	32	58	filler	پدر کیوان محکمی مرد ‏است	1
B B	32	59	filler	برگشتنم عجیب برای همه بود	2
B B	32	60	filler	خانه ی خیلی مادربزرگم قدیمی است	1
E K	33	1	a	رئیسم مرا اخراج از کار کرد	6
E K	33	2	a	همکارم نامه ای ارسال به من کرد	6
E K	33	3	a	مدیرعامل کارمندان جدیدی استخدام در شرکت کرد	5
E K	33	4	a	دوستم در مورد این خبر اطلاع به من داد	7
E K	33	5	a	استادم نظرش را در مورد این مقاله اظهار به من کرد	6
E K	33	6	a	دانشمندان موادی استخراج از نفت کردند	6
E K	33	7	a	رستوران جدیدی افتتاح در محل شد	4
E K	33	8	a	دخترم کار خود را آغاز در شرکت کرد	5
E K	33	9	a	پدر مرا صبح زود بیدار از خوا ب کرد	5
E K	33	10	a	دوستم سعی می کرد مرا تحریک با حرفهایش کند	6
E K	33	11	a	نسرین بالاخره توانست تحقق به آرزویش ببخشد	6
E K	33	12	a	همسرم دائم نظرش را تحمیل به من می کرد	6
E K	33	13	a	مشاور آینده روشنی را ترسیم برای من کرد	6
E K	33	14	a	شریکم سود شرکت را تقسیم با من کرد	5
E K	33	15	a	کارگردان انتقادی دریافت در مورد فیلم کرد	5
E K	33	16	a	یگان ویژه اعضای مافیا را محاصره با مهارت کرد	5
E K	33	17	a	او در مراسم ظاهر با اعتماد به نفس شد	1
E K	33	18	a	مجلس قانونی تصویب برای خانواده کرد	6
E K	33	19	a	مربی شانس بازیِ دوباره را دریغ از من کرد	5
E K	33	20	a	آوا فرزندش را ترجیح به مادرش داد	6
E K	33	21	a	ویراستار به سلیقه خود تصرف در کتاب کرد	6
E K	33	22	a	هنگامه پولی واریز برای من کرد	6
E K	33	23	a	من دیروز عیادت از خاله ام کردم	6
E K	33	24	a	پسرخاله ام اعزام به سربازی شد	7
E K	33	25	a	مادر سمیه حسابی تدارک برای مراسم دید	7
E K	33	26	a	مداح آیه ای قرائت از قرآن کرد	6
E K	33	27	a	پدر کودکش را حفاظت از خطر کرد	5
E K	33	28	a	معلم نکات آموزنده ای تدریس به من کرد	6
E K	33	29	a	سعید تصمیم گرفت اقامت در ایران کند	6
E K	33	30	a	پلیس ناآرامی ها را سرکوب به راحتی کرد	6
E K	33	31	a	سیما نگهداری از مادرش می کرد	7
E K	33	32	a	پدربزرگم بعد از سالها همچنان عداوت با برادرش می کرد	7
E K	33	33	a	دانش آموزان آن را در آزمایشگاه تجزیه به موادش کردند	2
E K	33	34	a	شاهین به کمک پدرش تحصیل در آمریکا کرد	5
E K	33	35	a	مدیر جدید قوانینی اعمال در سازمان کرد	5
E K	33	36	a	دشمن شهر را نابود با بی رحمی کرد	5
E K	33	1	b	مریم آرزویی برای من کرد	6
E K	33	2	b	علی آهنگی برای من زد	7
E K	33	3	b	مادرم دعایی برای من کرد	7
E K	33	4	b	حمید تقاضایی از مینا کرد	7
E K	33	5	b	حسن شکایتی از همسایه اش کرد	6
E K	33	6	b	خبرنگار برداشتی از حرفهای من کرد	7
E K	33	7	b	سپیده تحلیلی از مقاله کرد	6
E K	33	8	b	سارا انتظاری از من داشت	7
E K	33	9	b	همکارم سهمی از شرکت برد	7
E K	33	10	b	من خواهشی از مهسا کردم	7
E K	33	11	b	الهام عطری به لباسش زد	7
E K	33	12	b	محسن اتهامی به من زد	7
E K	33	13	b	رضا لبخندی به من زد	7
E K	33	14	b	مژگان تهمتی به من زد	7
E K	33	15	b	همسرم ضربه ای به من زد	7
E K	33	16	b	فرزاد حرفی به من زد	7
E K	33	17	b	معلم توصیه ای به من کرد	7
E K	33	18	b	کوروش نصیحتی به من کرد	7
E K	33	19	b	شبنم پیشنهادی به من داد	6
E K	33	20	b	بهنام راهنمایی به من کرد	6
E K	33	21	b	همسایه ام تذکری به من داد	7
E K	33	22	b	نیما سفارشی به من کرد	7
E K	33	23	b	آدم رباها هشداری به من دادند	6
E K	33	24	b	فرهاد قولی به من داد	7
E K	33	25	b	میترا دروغی به من گفت	7
E K	33	26	b	نیلوفر پیشرفتی در مدرسه کرد	6
E K	33	27	b	مجید لطفی به من کرد	6
E K	33	28	b	استاد صحبتی با شاگردش کرد	7
E K	33	29	b	سینا قراری با ندا گذاشت	7
E K	33	30	b	من حدسی در مورد ستاره زدم	6
E K	33	31	b	پژمان قضاوتی در مورد من کرد	6
E K	33	32	b	کاوه حسی در مورد پریسا کرد	3
E K	33	33	b	حامد استدلالی در مورد مسئله کرد	7
E K	33	34	b	حسین اشتباهی در مورد همسرش کرد	7
E K	33	35	b	نازنین تصمیمی در مورد خودش گرفت	7
E K	33	36	b	مهدی اعتراضی در دادگاه کرد	6
E K	33	1	c	گلناز اتو به لباسش زد	7
E K	33	2	c	شهره اتومبیل با دوستش راند	4
E K	33	3	c	علیرضا اشک برای مادرش می ریخت	7
E K	33	4	c	رئیس امضا برای من کرد	6
E K	33	5	c	نرگس آب از خجالت شد	2
E K	33	6	c	لاستیک باد از حرارت کرد	1
E K	33	7	c	کارگر صیقل به شیشه داد	6
E K	33	8	c	"8.	بازیگر گل در سینما کرد"	3
E K	33	9	c	راحله گوش به حرفم داد	7
E K	33	10	c	گوشهایم یخ در سرما بست	6
E K	33	11	c	نوشین زمین با زانو خورد	5
E K	33	12	c	همسایه ام در با عجله زد	6
E K	33	13	c	لباس ها برق از تمیزی می زد	4
E K	33	14	c	مغازه دار تلمبه به دوچرخه زد	6
E K	33	15	c	اتفاقی رخ برای من داد	4
E K	33	16	c	فرشید شاخ از تعجب درآورد	7
E K	33	17	c	درخت سیب شکوفه در باغ داد	6
E K	33	18	c	دهانم قفل از ترس شد	5
E K	33	19	c	ماهرخ مسکن در پاریس گزید	6
E K	33	20	c	مار نیش به من زد	7
E K	33	21	c	من خار در جمع شدم	6
E K	33	22	c	خواهرم عکس را قاب با سلیقه کرد	3
E K	33	23	c	نادر پاکت را قیچی با احتیاط کرد	2
E K	33	24	c	سر تیر تا پایش می کشید	2
E K	33	25	c	نجار قفسه را تراش با دقت داد	6
E K	33	26	c	رویا آتش از عصبانیت گرفت	5
E K	33	27	c	امیرعلی درآمدش را دود با هروئین کرد	6
E K	33	28	c	شادی موج در چشمهایش می زد	6
E K	33	29	c	پلیس راهم را سد با ماشین کرد	1
E K	33	30	c	مجری تپق در برنامه زد	7
E K	33	31	c	مرتضی ماشینش را پارک جلوی در کرد	6
E K	33	32	c	غذای دیروز مزه به من داد	6
E K	33	33	c	خاطره ای نقش در ذهنم بست	2
E K	33	34	c	من چمدان را وزن با ترازو کردم	5
E K	33	35	c	کبوتر تخم در لانه گذاشت	6
E K	33	36	c	پونه سرما زیر باران خورد	6
E K	33	1	filler	من و بهاره دیروز با هم به مدرسه رفتیم	7
E K	33	2	filler	بالاخره داریوش تصمیم گرفت ماشینش را بفروشد	7
E K	33	3	filler	دیشب مهمانیِ دوستِ خواهرم خیلی خوش گذشت	7
E K	33	4	filler	آیدا باید همه‏ ی لباس‏ هایش را می‏ شست	7
E K	33	5	filler	احمد به امید فوتِ پدرش را تسلیت گفت	7
E K	33	6	filler	من دیروز همه ‏ی کلوچه ‏ها را خوردم	7
E K	33	7	filler	من با کمکِ همسایه دیوارِ حیاط را رنگ کردم	7
E K	33	8	filler	من در کودکی خیلی شیطنت می‏ کردم	7
E K	33	9	filler	من دیروز با شریکم قرار گذاشتم	7
E K	33	10	filler	پریناز دیشب به جشنِ تولدِ دوستش رفت	7
E K	33	11	filler	بعد از رفتن پروین آب از آب تکان نخورد	7
E K	33	12	filler	نظم این خانه قابل احترام است	6
E K	33	13	filler	دکتر گفت می‏ توانم ورزش کنم	7
E K	33	14	filler	من همیشه از هواپیما می ‏ترسیدم	7
E K	33	15	filler	سیامک روزبه را بخشید	7
E K	33	16	filler	پدرِ کیوان ورشکست شد	7
E K	33	17	filler	معلم حسابی تشویقم کرد	7
E K	33	18	filler	همکلاسیِ من خیلی درس می‏ خواند	7
E K	33	19	filler	غزاله دیروز ساعت‏ ها رویِ نیمکتِ پارک نشست	7
E K	33	20	filler	تو آدم بی‏ ملاحظه‏ ای هستی	7
E K	33	21	filler	زهره در دانشگاهِ آزاد پارسال قبول شد	7
E K	33	22	filler	من دیشب به خانه دوستانم را دعوت کردم	6
E K	33	23	filler	افسانه  از چیزی هیچ وقت شکایت نمی‏ کرد	7
E K	33	24	filler	نوید تصمیم گرفت برود به سربازی	7
E K	33	25	filler	خواب عمیقی دیشب کردم	6
E K	33	26	filler	من دیروز نخریدم هیچ لباسی	6
E K	33	27	filler	دیروز نتوانست داوود سر کار برود	7
E K	33	28	filler	زیاد الهه از قبولیش در دانشگاه خوشحال نبود	7
E K	33	29	filler	به خانه دخترخاله‏ ام دیشب رفته‏ بودم	7
E K	33	30	filler	به رستورانِ همیشگی رفتم من	6
E K	33	31	filler	به خاطرِ من پروانه تلویزیون را خاموش کرد	7
E K	33	32	filler	سهیل تصمیم گرفته بود که در جریان مادرش را بگذارد	5
E K	33	33	filler	خیلی آهنگ پیمان در من اثر گذاشت	7
E K	33	34	filler	پشتکار خوبی مهرداد دارد	7
E K	33	35	filler	من تماس با دوستم در لندن گرفتم	6
E K	33	36	filler	من فوتبالیست هیچ‏ وقت خوبی نبودم	6
E K	33	37	filler	ما زیر باران موش آب‏ کشیده آن شب شدیم	6
E K	33	38	filler	دیروز غذا مادرم نپخته بود	6
E K	33	39	filler	تمامِ روز را میلاد رانندگی کرد	7
E K	33	40	filler	من زود دیروز به خانه برگشتم	7
E K	33	41	filler	بیژن رادیو اهلِ نیست	1
E K	33	42	filler	"42.	شهاب و آوا  از با هم شمال برگشتند"	1
E K	33	43	filler	فرید از کار پشیمان خود نبود	1
E K	33	44	filler	با دیروز دوستانم به رستوران رفتم	1
E K	33	45	filler	محمود خرید مسئول خواروبار بود	4
E K	33	46	filler	شیما گم زمان را کرده بود	1
E K	33	47	filler	من مونا را دیده همین تازگی ‏ بودم	1
E K	33	48	filler	محمد یک به زهرا انگشتر هدیه داد	3
E K	33	49	filler	دیشب زیاد اشتها آزاده نداشت	4
E K	33	50	filler	من از خوشم شوخیِ دیروزِ سحر نیامد	1
E K	33	51	filler	چشم‏های قرمز فریبا شده بود	1
E K	33	52	filler	متوجه هانیه اشتباهش شد	4
E K	33	53	filler	ابراهیم همان را ادامه کار قدیمی داد	1
E K	33	54	filler	فهیمه سر دو هفته پیش کار نرفت	1
E K	33	55	filler	دختر خوش ژاله ‏سلیقه ‏ای است	1
E K	33	56	filler	برای من اصلا برادرم اهمیت ندارم	1
E K	33	57	filler	من مشکل آدم ‏پسندی هستم	1
E K	33	58	filler	پدر کیوان محکمی مرد ‏است	1
E K	33	59	filler	برگشتنم عجیب برای همه بود	6
E K	33	60	filler	خانه ی خیلی مادربزرگم قدیمی است	1
M K	34	1	a	رئیسم مرا اخراج از کار کرد	4
M K	34	2	a	همکارم نامه ای ارسال به من کرد	6
M K	34	3	a	مدیرعامل کارمندان جدیدی استخدام در شرکت کرد	1
M K	34	4	a	دوستم در مورد این خبر اطلاع به من داد	7
M K	34	5	a	استادم نظرش را در مورد این مقاله اظهار به من کرد	2
M K	34	6	a	دانشمندان موادی استخراج از نفت کردند	2
M K	34	7	a	رستوران جدیدی افتتاح در محل شد	6
M K	34	8	a	دخترم کار خود را آغاز در شرکت کرد	3
M K	34	9	a	پدر مرا صبح زود بیدار از خوا ب کرد	4
M K	34	10	a	دوستم سعی می کرد مرا تحریک با حرفهایش کند	6
M K	34	11	a	نسرین بالاخره توانست تحقق به آرزویش ببخشد	3
M K	34	12	a	همسرم دائم نظرش را تحمیل به من می کرد	7
M K	34	13	a	مشاور آینده روشنی را ترسیم برای من کرد	7
M K	34	14	a	شریکم سود شرکت را تقسیم با من کرد	6
M K	34	15	a	کارگردان انتقادی دریافت در مورد فیلم کرد	1
M K	34	16	a	یگان ویژه اعضای مافیا را محاصره با مهارت کرد	1
M K	34	17	a	او در مراسم ظاهر با اعتماد به نفس شد	1
M K	34	18	a	مجلس قانونی تصویب برای خانواده کرد	1
M K	34	19	a	مربی شانس بازیِ دوباره را دریغ از من کرد	5
M K	34	20	a	آوا فرزندش را ترجیح به مادرش داد	6
M K	34	21	a	ویراستار به سلیقه خود تصرف در کتاب کرد	7
M K	34	22	a	هنگامه پولی واریز برای من کرد	7
M K	34	23	a	من دیروز عیادت از خاله ام کردم	5
M K	34	24	a	پسرخاله ام اعزام به سربازی شد	2
M K	34	25	a	مادر سمیه حسابی تدارک برای مراسم دید	7
M K	34	26	a	مداح آیه ای قرائت از قرآن کرد	5
M K	34	27	a	پدر کودکش را حفاظت از خطر کرد	2
M K	34	28	a	معلم نکات آموزنده ای تدریس به من کرد	1
M K	34	29	a	سعید تصمیم گرفت اقامت در ایران کند	3
M K	34	30	a	پلیس ناآرامی ها را سرکوب به راحتی کرد	2
M K	34	31	a	سیما نگهداری از مادرش می کرد	7
M K	34	32	a	پدربزرگم بعد از سالها همچنان عداوت با برادرش می کرد	6
M K	34	33	a	دانش آموزان آن را در آزمایشگاه تجزیه به موادش کردند	5
M K	34	34	a	شاهین به کمک پدرش تحصیل در آمریکا کرد	6
M K	34	35	a	مدیر جدید قوانینی اعمال در سازمان کرد	5
M K	34	36	a	دشمن شهر را نابود با بی رحمی کرد	2
M K	34	1	b	مریم آرزویی برای من کرد	2
M K	34	2	b	علی آهنگی برای من زد	7
M K	34	3	b	مادرم دعایی برای من کرد	6
M K	34	4	b	حمید تقاضایی از مینا کرد	5
M K	34	5	b	حسن شکایتی از همسایه اش کرد	7
M K	34	6	b	خبرنگار برداشتی از حرفهای من کرد	7
M K	34	7	b	سپیده تحلیلی از مقاله کرد	5
M K	34	8	b	سارا انتظاری از من داشت	6
M K	34	9	b	همکارم سهمی از شرکت برد	7
M K	34	10	b	من خواهشی از مهسا کردم	7
M K	34	11	b	الهام عطری به لباسش زد	3
M K	34	12	b	محسن اتهامی به من زد	7
M K	34	13	b	رضا لبخندی به من زد	7
M K	34	14	b	مژگان تهمتی به من زد	7
M K	34	15	b	همسرم ضربه ای به من زد	7
M K	34	16	b	فرزاد حرفی به من زد	7
M K	34	17	b	معلم توصیه ای به من کرد	7
M K	34	18	b	کوروش نصیحتی به من کرد	7
M K	34	19	b	شبنم پیشنهادی به من داد	7
M K	34	20	b	بهنام راهنمایی به من کرد	7
M K	34	21	b	همسایه ام تذکری به من داد	7
M K	34	22	b	نیما سفارشی به من کرد	2
M K	34	23	b	آدم رباها هشداری به من دادند	5
M K	34	24	b	فرهاد قولی به من داد	2
M K	34	25	b	میترا دروغی به من گفت	5
M K	34	26	b	نیلوفر پیشرفتی در مدرسه کرد	3
M K	34	27	b	مجید لطفی به من کرد	7
M K	34	28	b	استاد صحبتی با شاگردش کرد	1
M K	34	29	b	سینا قراری با ندا گذاشت	7
M K	34	30	b	من حدسی در مورد ستاره زدم	5
M K	34	31	b	پژمان قضاوتی در مورد من کرد	6
M K	34	32	b	کاوه حسی در مورد پریسا کرد	1
M K	34	33	b	حامد استدلالی در مورد مسئله کرد	5
M K	34	34	b	حسین اشتباهی در مورد همسرش کرد	7
M K	34	35	b	نازنین تصمیمی در مورد خودش گرفت	7
M K	34	36	b	مهدی اعتراضی در دادگاه کرد	5
M K	34	1	c	گلناز اتو به لباسش زد	7
M K	34	2	c	شهره اتومبیل با دوستش راند	1
M K	34	3	c	علیرضا اشک برای مادرش می ریخت	6
M K	34	4	c	رئیس امضا برای من کرد	2
M K	34	5	c	نرگس آب از خجالت شد	1
M K	34	6	c	لاستیک باد از حرارت کرد	1
M K	34	7	c	کارگر صیقل به شیشه داد	7
M K	34	8	c	"8.	بازیگر گل در سینما کرد"	1
M K	34	9	c	راحله گوش به حرفم داد	7
M K	34	10	c	گوشهایم یخ در سرما بست	2
M K	34	11	c	نوشین زمین با زانو خورد	1
M K	34	12	c	همسایه ام در با عجله زد	2
M K	34	13	c	لباس ها برق از تمیزی می زد	5
M K	34	14	c	مغازه دار تلمبه به دوچرخه زد	4
M K	34	15	c	اتفاقی رخ برای من داد	2
M K	34	16	c	فرشید شاخ از تعجب درآورد	3
M K	34	17	c	درخت سیب شکوفه در باغ داد	5
M K	34	18	c	دهانم قفل از ترس شد	5
M K	34	19	c	ماهرخ مسکن در پاریس گزید	4
M K	34	20	c	مار نیش به من زد	7
M K	34	21	c	من خار در جمع شدم	1
M K	34	22	c	خواهرم عکس را قاب با سلیقه کرد	1
M K	34	23	c	نادر پاکت را قیچی با احتیاط کرد	1
M K	34	24	c	سر تیر تا پایش می کشید	3
M K	34	25	c	نجار قفسه را تراش با دقت داد	2
M K	34	26	c	رویا آتش از عصبانیت گرفت	1
M K	34	27	c	امیرعلی درآمدش را دود با هروئین کرد	1
M K	34	28	c	شادی موج در چشمهایش می زد	2
M K	34	29	c	پلیس راهم را سد با ماشین کرد	1
M K	34	30	c	مجری تپق در برنامه زد	2
M K	34	31	c	مرتضی ماشینش را پارک جلوی در کرد	3
M K	34	32	c	غذای دیروز مزه به من داد	6
M K	34	33	c	خاطره ای نقش در ذهنم بست	1
M K	34	34	c	من چمدان را وزن با ترازو کردم	2
M K	34	35	c	کبوتر تخم در لانه گذاشت	7
M K	34	36	c	پونه سرما زیر باران خورد	5
M K	34	1	filler	من و بهاره دیروز با هم به مدرسه رفتیم	7
M K	34	2	filler	بالاخره داریوش تصمیم گرفت ماشینش را بفروشد	7
M K	34	3	filler	دیشب مهمانیِ دوستِ خواهرم خیلی خوش گذشت	7
M K	34	4	filler	آیدا باید همه‏ ی لباس‏ هایش را می‏ شست	7
M K	34	5	filler	احمد به امید فوتِ پدرش را تسلیت گفت	1
M K	34	6	filler	من دیروز همه ‏ی کلوچه ‏ها را خوردم	7
M K	34	7	filler	من با کمکِ همسایه دیوارِ حیاط را رنگ کردم	7
M K	34	8	filler	من در کودکی خیلی شیطنت می‏ کردم	7
M K	34	9	filler	من دیروز با شریکم قرار گذاشتم	7
M K	34	10	filler	پریناز دیشب به جشنِ تولدِ دوستش رفت	7
M K	34	11	filler	بعد از رفتن پروین آب از آب تکان نخورد	7
M K	34	12	filler	نظم این خانه قابل احترام است	7
M K	34	13	filler	دکتر گفت می‏ توانم ورزش کنم	7
M K	34	14	filler	من همیشه از هواپیما می ‏ترسیدم	7
M K	34	15	filler	سیامک روزبه را بخشید	7
M K	34	16	filler	پدرِ کیوان ورشکست شد	7
M K	34	17	filler	معلم حسابی تشویقم کرد	6
M K	34	18	filler	همکلاسیِ من خیلی درس می‏ خواند	7
M K	34	19	filler	غزاله دیروز ساعت‏ ها رویِ نیمکتِ پارک نشست	7
M K	34	20	filler	تو آدم بی‏ ملاحظه‏ ای هستی	7
M K	34	21	filler	زهره در دانشگاهِ آزاد پارسال قبول شد	7
M K	34	22	filler	من دیشب به خانه دوستانم را دعوت کردم	1
M K	34	23	filler	افسانه  از چیزی هیچ وقت شکایت نمی‏ کرد	7
M K	34	24	filler	نوید تصمیم گرفت برود به سربازی	7
M K	34	25	filler	خواب عمیقی دیشب کردم	7
M K	34	26	filler	من دیروز نخریدم هیچ لباسی	1
M K	34	27	filler	دیروز نتوانست داوود سر کار برود	7
M K	34	28	filler	زیاد الهه از قبولیش در دانشگاه خوشحال نبود	7
M K	34	29	filler	به خانه دخترخاله‏ ام دیشب رفته‏ بودم	7
M K	34	30	filler	به رستورانِ همیشگی رفتم من	7
M K	34	31	filler	به خاطرِ من پروانه تلویزیون را خاموش کرد	7
M K	34	32	filler	سهیل تصمیم گرفته بود که در جریان مادرش را بگذارد	4
M K	34	33	filler	خیلی آهنگ پیمان در من اثر گذاشت	7
M K	34	34	filler	پشتکار خوبی مهرداد دارد	7
M K	34	35	filler	من تماس با دوستم در لندن گرفتم	7
M K	34	36	filler	من فوتبالیست هیچ‏ وقت خوبی نبودم	1
M K	34	37	filler	ما زیر باران موش آب‏ کشیده آن شب شدیم	7
M K	34	38	filler	دیروز غذا مادرم نپخته بود	6
M K	34	39	filler	تمامِ روز را میلاد رانندگی کرد	6
M K	34	40	filler	من زود دیروز به خانه برگشتم	7
M K	34	41	filler	بیژن رادیو اهلِ نیست	1
M K	34	42	filler	"42.	شهاب و آوا  از با هم شمال برگشتند"	1
M K	34	43	filler	فرید از کار پشیمان خود نبود	7
M K	34	44	filler	با دیروز دوستانم به رستوران رفتم	1
M K	34	45	filler	محمود خرید مسئول خواروبار بود	1
M K	34	46	filler	شیما گم زمان را کرده بود	1
M K	34	47	filler	من مونا را دیده همین تازگی ‏ بودم	1
M K	34	48	filler	محمد یک به زهرا انگشتر هدیه داد	1
M K	34	49	filler	دیشب زیاد اشتها آزاده نداشت	7
M K	34	50	filler	من از خوشم شوخیِ دیروزِ سحر نیامد	1
M K	34	51	filler	چشم‏های قرمز فریبا شده بود	1
M K	34	52	filler	متوجه هانیه اشتباهش شد	1
M K	34	53	filler	ابراهیم همان را ادامه کار قدیمی داد	1
M K	34	54	filler	فهیمه سر دو هفته پیش کار نرفت	4
M K	34	55	filler	دختر خوش ژاله ‏سلیقه ‏ای است	1
M K	34	56	filler	برای من اصلا برادرم اهمیت ندارم	7
M K	34	57	filler	من مشکل آدم ‏پسندی هستم	1
M K	34	58	filler	پدر کیوان محکمی مرد ‏است	1
M K	34	59	filler	برگشتنم عجیب برای همه بود	6
M K	34	60	filler	خانه ی خیلی مادربزرگم قدیمی است	1
F N	35	1	a	رئیسم مرا اخراج از کار کرد	7
F N	35	2	a	همکارم نامه ای ارسال به من کرد	6
F N	35	3	a	مدیرعامل کارمندان جدیدی استخدام در شرکت کرد	1
F N	35	4	a	دوستم در مورد این خبر اطلاع به من داد	7
